39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:36:47.0 (6241778)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6253151)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6260453)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6267467)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6273792)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6280630)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6286736)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6292478)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6298118)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6303640)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6309338)|HEAP_ALLOCATE|[16]|Bytes:12
02:36:47.0 (6315060)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:36:47.0 (6324612)|STATEMENT_EXECUTE|[17]
02:36:47.0 (6335407)|HEAP_ALLOCATE|[17]|Bytes:14
02:36:47.0 (6379879)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6390030)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6395808)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6401638)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6408904)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6416061)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6422004)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6427596)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6433158)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6438685)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6444009)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6449437)|HEAP_ALLOCATE|[17]|Bytes:12
02:36:47.0 (6455818)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:36:47.0 (6465542)|STATEMENT_EXECUTE|[18]
02:36:47.0 (6475002)|HEAP_ALLOCATE|[18]|Bytes:8
02:36:47.0 (6524375)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6535705)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6542256)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6547869)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6553302)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6558687)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6564167)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6570540)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6577547)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6583805)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6589504)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6596668)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6603764)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (6610053)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:36:47.0 (6618147)|STATEMENT_EXECUTE|[19]
02:36:47.0 (6624779)|HEAP_ALLOCATE|[19]|Bytes:5
02:36:47.0 (6655579)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6663081)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6667121)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6670664)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6674135)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6677662)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6681135)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6685060)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6688527)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6691978)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6695465)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6699016)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6702446)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6705911)|HEAP_ALLOCATE|[19]|Bytes:12
02:36:47.0 (6709776)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:36:47.0 (6716494)|STATEMENT_EXECUTE|[20]
02:36:47.0 (6722489)|HEAP_ALLOCATE|[20]|Bytes:9
02:36:47.0 (6749829)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6757019)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6760634)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6764142)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6767608)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6771208)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6774727)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6778131)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6781515)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6784987)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6788727)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6792092)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6795542)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6798899)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6802325)|HEAP_ALLOCATE|[20]|Bytes:12
02:36:47.0 (6806057)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:36:47.0 (6812385)|STATEMENT_EXECUTE|[21]
02:36:47.0 (6817958)|HEAP_ALLOCATE|[21]|Bytes:3
02:36:47.0 (6844795)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6851893)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6855768)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6859359)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6863147)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6866743)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6870258)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6873758)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6877231)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6880696)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6884213)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6887760)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6891254)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6895219)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6898702)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6902174)|HEAP_ALLOCATE|[21]|Bytes:12
02:36:47.0 (6906013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:36:47.0 (6918877)|SYSTEM_MODE_EXIT|false
02:36:47.0 (6957411)|METHOD_EXIT|[1]|RelatedListDataGridController
02:36:47.0 (6967202)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:36:47.0 (6971313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:36:47.0 (6980251)|SYSTEM_MODE_ENTER|false
02:36:47.0 (6994474)|VARIABLE_SCOPE_BEGIN|[140]|objectId|Id|false|false
02:36:47.0 (7156635)|VARIABLE_ASSIGNMENT|[140]|objectId|"0012800000usoKEAAY"
02:36:47.0 (7166304)|VARIABLE_SCOPE_BEGIN|[140]|relatedlistName|String|false|false
02:36:47.0 (7176738)|VARIABLE_ASSIGNMENT|[140]|relatedlistName|"Contacts"
02:36:47.0 (7192276)|HEAP_ALLOCATE|[143]|Bytes:5
02:36:47.0 (7202874)|STATEMENT_EXECUTE|[142]
02:36:47.0 (7205659)|STATEMENT_EXECUTE|[143]
02:36:47.0 (11987065)|VARIABLE_SCOPE_BEGIN|[3]|RestAPIUtils.QUERY_API_URL|String|false|true
02:36:47.0 (11996951)|VARIABLE_SCOPE_BEGIN|[2]|RestAPIUtils.SF_HOST|String|false|true
02:36:47.0 (12001552)|VARIABLE_SCOPE_BEGIN|[4]|RestAPIUtils.SOBJECT_API_URL|String|false|true
02:36:47.0 (12012822)|HEAP_ALLOCATE|[143]|Bytes:31
02:36:47.0 (12023593)|HEAP_ALLOCATE|[143]|Bytes:3
02:36:47.0 (12041017)|METHOD_ENTRY|[1]|01p2800000EnCql|RestAPIUtils.RestAPIUtils()
02:36:47.0 (12044676)|STATEMENT_EXECUTE|[1]
02:36:47.0 (12048697)|STATEMENT_EXECUTE|[1]
02:36:47.0 (12055682)|HEAP_ALLOCATE|[2]|Bytes:5
02:36:47.0 (12059264)|STATEMENT_EXECUTE|[2]
02:36:47.0 (12118419)|HEAP_ALLOCATE|[2]|Bytes:60
02:36:47.0 (12143120)|SYSTEM_METHOD_ENTRY|[1]|Url.Url()
02:36:47.0 (12145335)|STATEMENT_EXECUTE|[1]
02:36:47.0 (12153220)|SYSTEM_METHOD_EXIT|[1]|Url
02:36:47.0 (12172056)|METHOD_ENTRY|[2]||System.Url.getSalesforceBaseUrl()
02:36:47.0 (12910740)|METHOD_EXIT|[2]||System.Url.getSalesforceBaseUrl()
02:36:47.0 (12928158)|METHOD_ENTRY|[2]||System.Url.toExternalForm()
02:36:47.0 (12963467)|METHOD_EXIT|[2]||System.Url.toExternalForm()
02:36:47.0 (12990067)|VARIABLE_ASSIGNMENT|[2]|RestAPIUtils.SF_HOST|"https://ngmmadhan-de (22 more) ..."
02:36:47.0 (12993226)|STATEMENT_EXECUTE|[3]
02:36:47.0 (13000298)|HEAP_ALLOCATE|[3]|Bytes:38
02:36:47.0 (13013658)|HEAP_ALLOCATE|[3]|Bytes:80
02:36:47.0 (13022963)|VARIABLE_ASSIGNMENT|[3]|RestAPIUtils.QUERY_API_URL|"https://ngmmadhan-de (60 more) ..."
02:36:47.0 (13025348)|STATEMENT_EXECUTE|[4]
02:36:47.0 (13028701)|HEAP_ALLOCATE|[4]|Bytes:30
02:36:47.0 (13033582)|HEAP_ALLOCATE|[4]|Bytes:72
02:36:47.0 (13044217)|VARIABLE_ASSIGNMENT|[4]|RestAPIUtils.SOBJECT_API_URL|"https://ngmmadhan-de (52 more) ..."
02:36:47.0 (13053425)|METHOD_EXIT|[1]|RestAPIUtils
02:36:47.0 (13077828)|METHOD_ENTRY|[143]|01p2800000EnCql|RestAPIUtils.getRelatedListItems(Id, String)
02:36:47.0 (13099572)|VARIABLE_SCOPE_BEGIN|[111]|objectId|Id|false|false
02:36:47.0 (13228913)|VARIABLE_ASSIGNMENT|[111]|objectId|"0012800000usoKEAAY"
02:36:47.0 (13235031)|VARIABLE_SCOPE_BEGIN|[111]|relatedlistName|String|false|false
02:36:47.0 (13240169)|VARIABLE_ASSIGNMENT|[111]|relatedlistName|"Contacts"
02:36:47.0 (13249471)|HEAP_ALLOCATE|[114]|Bytes:5
02:36:47.0 (13253267)|STATEMENT_EXECUTE|[113]
02:36:47.0 (13254673)|STATEMENT_EXECUTE|[114]
02:36:47.0 (14259814)|HEAP_ALLOCATE|[114]|Bytes:4
02:36:47.0 (14293135)|HEAP_ALLOCATE|[114]|Bytes:7
02:36:47.0 (14299425)|VARIABLE_SCOPE_BEGIN|[114]|objectName|String|false|false
02:36:47.0 (14308345)|VARIABLE_ASSIGNMENT|[114]|objectName|"Account"
02:36:47.0 (14311176)|STATEMENT_EXECUTE|[116]
02:36:47.0 (14314546)|HEAP_ALLOCATE|[116]|Bytes:1
02:36:47.0 (14363960)|HEAP_ALLOCATE|[117]|Bytes:18
02:36:47.0 (14384817)|HEAP_ALLOCATE|[116]|Bytes:35
02:36:47.0 (14398259)|METHOD_ENTRY|[116]|01p2800000EnCql|RestAPIUtils.callSObjectAPI(String)
02:36:47.0 (14411521)|VARIABLE_SCOPE_BEGIN|[62]|query|String|false|false
02:36:47.0 (14419432)|VARIABLE_ASSIGNMENT|[62]|query|"Account/0012800000us (15 more) ..."
02:36:47.0 (14427919)|HEAP_ALLOCATE|[64]|Bytes:5
02:36:47.0 (14431212)|STATEMENT_EXECUTE|[63]
02:36:47.0 (14432456)|STATEMENT_EXECUTE|[64]
02:36:47.0 (14442812)|HEAP_ALLOCATE|[64]|Bytes:107
02:36:47.0 (14452393)|METHOD_ENTRY|[65]|01p2800000EnCql|RestAPIUtils.getSessionId()
02:36:47.0 (14468924)|HEAP_ALLOCATE|[32]|Bytes:5
02:36:47.0 (14472176)|STATEMENT_EXECUTE|[31]
02:36:47.0 (14510109)|HEAP_ALLOCATE|[32]|Bytes:63
02:36:47.0 (14520137)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
02:36:47.0 (14522327)|STATEMENT_EXECUTE|[1]
02:36:47.0 (14528321)|SYSTEM_METHOD_EXIT|[1]|Test
02:36:47.0 (14537546)|METHOD_ENTRY|[32]||System.Test.isRunningTest()
02:36:47.0 (14569522)|METHOD_EXIT|[32]||System.Test.isRunningTest()
02:36:47.0 (14575307)|STATEMENT_EXECUTE|[35]
02:36:47.0 (14576779)|STATEMENT_EXECUTE|[36]
02:36:47.0 (14583831)|HEAP_ALLOCATE|[36]|Bytes:22
02:36:47.0 (14623279)|VARIABLE_SCOPE_BEGIN|[36]|newPage|System.PageReference|true|false
02:36:47.0 (14693716)|VARIABLE_ASSIGNMENT|[36]|newPage|"/apex/getsessionidpage"|0xf88b4c0
02:36:47.0 (14698036)|STATEMENT_EXECUTE|[37]
02:36:47.0 (145441486)|HEAP_ALLOCATE|[37]|Bytes:4
02:36:47.0 (145604605)|HEAP_ALLOCATE|[37]|Bytes:11410
02:36:47.0 (145634586)|VARIABLE_SCOPE_BEGIN|[37]|content|String|false|false
02:36:47.0 (145670567)|VARIABLE_ASSIGNMENT|[37]|content|"\r\n\u003C!DOCTYPE HTML PUB (11390 more) ..."
02:36:47.0 (145677120)|STATEMENT_EXECUTE|[38]
02:36:47.0 (145685507)|HEAP_ALLOCATE|[38]|Bytes:11
02:36:47.0 (145692388)|HEAP_ALLOCATE|[38]|Bytes:12
02:36:47.0 (145788563)|HEAP_ALLOCATE|[38]|Bytes:112
02:36:47.0 (145828539)|METHOD_EXIT|[65]|01p2800000EnCql|RestAPIUtils.getSessionId()
02:36:47.0 (145837813)|HEAP_ALLOCATE|[66]|Bytes:3
02:36:47.0 (145869113)|METHOD_ENTRY|[64]|01p2800000EnCql|RestAPIUtils.callRestAPI(String, String, String, String)
02:36:47.0 (145901981)|VARIABLE_SCOPE_BEGIN|[9]|endPoint|String|false|false
02:36:47.0 (145915398)|VARIABLE_ASSIGNMENT|[9]|endPoint|"https://ngmmadhan-de (87 more) ..."
02:36:47.0 (145921648)|VARIABLE_SCOPE_BEGIN|[9]|sessionId|String|false|false
02:36:47.0 (145929000)|VARIABLE_ASSIGNMENT|[9]|sessionId|"00D28000001uE3y!ARYA (92 more) ..."
02:36:47.0 (145933316)|VARIABLE_SCOPE_BEGIN|[9]|method|String|false|false
02:36:47.0 (145939004)|VARIABLE_ASSIGNMENT|[9]|method|"GET"
02:36:47.0 (145951475)|VARIABLE_SCOPE_BEGIN|[9]|body|String|false|false
02:36:47.0 (145957408)|VARIABLE_ASSIGNMENT|[9]|body|null
02:36:47.0 (145972210)|HEAP_ALLOCATE|[14]|Bytes:5
02:36:47.0 (145978542)|STATEMENT_EXECUTE|[13]
02:36:47.0 (145980756)|STATEMENT_EXECUTE|[14]
02:36:47.0 (146015391)|VARIABLE_SCOPE_BEGIN|[14]|req|System.HttpRequest|true|false
02:36:47.0 (146136508)|VARIABLE_ASSIGNMENT|[14]|req|"System.HttpRequest[Endpoint=null, Method=null]"|0x5625bf32
02:36:47.0 (146142628)|STATEMENT_EXECUTE|[16]
02:36:47.0 (146220811)|STATEMENT_EXECUTE|[17]
02:36:47.0 (146260398)|STATEMENT_EXECUTE|[18]
02:36:47.0 (146266732)|HEAP_ALLOCATE|[18]|Bytes:12
02:36:47.0 (146272559)|HEAP_ALLOCATE|[18]|Bytes:16
02:36:47.0 (146324006)|STATEMENT_EXECUTE|[19]
02:36:47.0 (146331113)|HEAP_ALLOCATE|[19]|Bytes:13
02:36:47.0 (146336485)|HEAP_ALLOCATE|[19]|Bytes:6
02:36:47.0 (146346540)|HEAP_ALLOCATE|[19]|Bytes:118
02:36:47.0 (146437364)|STATEMENT_EXECUTE|[20]
02:36:47.0 (146458928)|VARIABLE_SCOPE_BEGIN|[20]|http|System.Http|true|false
02:36:47.0 (146549502)|VARIABLE_ASSIGNMENT|[20]|http|"System.Http[]"|0x57ac0577
02:36:47.0 (146555808)|STATEMENT_EXECUTE|[22]
02:36:47.0 (146642584)|CALLOUT_REQUEST|[22]|System.HttpRequest[Endpoint=https://ngmmadhan-dev-ed.my.salesforce.com/services/data/v38.0/sobjects/Account/0012800000usoKEAAY/Contacts, Method=GET]
02:36:47.0 (304687324)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3156
02:36:47.0 (304794901)|CALLOUT_RESPONSE|[22]|System.HttpResponse[Status=OK, StatusCode=200]
02:36:47.0 (304811475)|HEAP_ALLOCATE|[22]|Bytes:2486
