39.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
02:24:16.0 (3382567)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3385069)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3387324)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3389610)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3392647)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3395943)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3398404)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3401006)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3403562)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3405808)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (3408235)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (3411341)|STATEMENT_EXECUTE|[19]
02:24:16.0 (3414248)|HEAP_ALLOCATE|[19]|Bytes:5
02:24:16.0 (3428796)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3432343)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3434961)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3437223)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3439620)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3446325)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3449260)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3451690)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3453905)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3456325)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3458577)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3460809)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3463046)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3465281)|HEAP_ALLOCATE|[19]|Bytes:12
02:24:16.0 (3467510)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (3470442)|STATEMENT_EXECUTE|[20]
02:24:16.0 (3474411)|HEAP_ALLOCATE|[20]|Bytes:9
02:24:16.0 (3490088)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3493698)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3496241)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3498479)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3500763)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3503126)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3505411)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3507660)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3509931)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3512249)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3514508)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3517067)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3519316)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3521582)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3523815)|HEAP_ALLOCATE|[20]|Bytes:12
02:24:16.0 (3526073)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (3529034)|STATEMENT_EXECUTE|[21]
02:24:16.0 (3531914)|HEAP_ALLOCATE|[21]|Bytes:3
02:24:16.0 (3546077)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3549401)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3551835)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3554200)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3556586)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3558854)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3561121)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3563392)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3565677)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3567958)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3570220)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3572460)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3577519)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3580259)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3582932)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3585318)|HEAP_ALLOCATE|[21]|Bytes:12
02:24:16.0 (3587747)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
02:24:16.0 (3595138)|SYSTEM_MODE_EXIT|false
02:24:16.0 (3602006)|METHOD_EXIT|[1]|RelatedListDataGridController
02:24:16.0 (3606725)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
02:24:16.0 (3608631)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
02:24:16.0 (3613016)|SYSTEM_MODE_ENTER|false
02:24:16.0 (3618804)|VARIABLE_SCOPE_BEGIN|[140]|objectId|Id|false|false
02:24:16.0 (3722725)|VARIABLE_ASSIGNMENT|[140]|objectId|"0012800000usoKEAAY"
02:24:16.0 (3727283)|VARIABLE_SCOPE_BEGIN|[140]|relatedlistName|String|false|false
02:24:16.0 (3732810)|VARIABLE_ASSIGNMENT|[140]|relatedlistName|"Contacts"
02:24:16.0 (3742667)|HEAP_ALLOCATE|[143]|Bytes:5
02:24:16.0 (3746263)|STATEMENT_EXECUTE|[142]
02:24:16.0 (3747506)|STATEMENT_EXECUTE|[143]
02:24:16.0 (3845707)|VARIABLE_SCOPE_BEGIN|[3]|RestAPIUtils.QUERY_API_URL|String|false|true
02:24:16.0 (3854034)|VARIABLE_SCOPE_BEGIN|[2]|RestAPIUtils.SF_HOST|String|false|true
02:24:16.0 (3856293)|VARIABLE_SCOPE_BEGIN|[4]|RestAPIUtils.SOBJECT_API_URL|String|false|true
02:24:16.0 (3865678)|HEAP_ALLOCATE|[143]|Bytes:31
02:24:16.0 (3870174)|HEAP_ALLOCATE|[143]|Bytes:3
02:24:16.0 (3875242)|METHOD_ENTRY|[1]|01p2800000EnCql|RestAPIUtils.RestAPIUtils()
02:24:16.0 (3877172)|STATEMENT_EXECUTE|[1]
02:24:16.0 (3879980)|STATEMENT_EXECUTE|[1]
02:24:16.0 (3888531)|HEAP_ALLOCATE|[2]|Bytes:5
02:24:16.0 (3890995)|STATEMENT_EXECUTE|[2]
02:24:16.0 (3917502)|HEAP_ALLOCATE|[2]|Bytes:60
02:24:16.0 (3941519)|SYSTEM_METHOD_ENTRY|[1]|Url.Url()
02:24:16.0 (3943285)|STATEMENT_EXECUTE|[1]
02:24:16.0 (3948790)|SYSTEM_METHOD_EXIT|[1]|Url
02:24:16.0 (3959073)|METHOD_ENTRY|[2]||System.Url.getSalesforceBaseUrl()
02:24:16.0 (4644931)|METHOD_EXIT|[2]||System.Url.getSalesforceBaseUrl()
02:24:16.0 (4659934)|METHOD_ENTRY|[2]||System.Url.toExternalForm()
02:24:16.0 (4690726)|METHOD_EXIT|[2]||System.Url.toExternalForm()
02:24:16.0 (4703282)|VARIABLE_ASSIGNMENT|[2]|RestAPIUtils.SF_HOST|"https://ngmmadhan-de (22 more) ..."
02:24:16.0 (4705739)|STATEMENT_EXECUTE|[3]
02:24:16.0 (4709562)|HEAP_ALLOCATE|[3]|Bytes:38
02:24:16.0 (4718998)|HEAP_ALLOCATE|[3]|Bytes:80
02:24:16.0 (4725262)|VARIABLE_ASSIGNMENT|[3]|RestAPIUtils.QUERY_API_URL|"https://ngmmadhan-de (60 more) ..."
02:24:16.0 (4726721)|STATEMENT_EXECUTE|[4]
02:24:16.0 (4729187)|HEAP_ALLOCATE|[4]|Bytes:30
02:24:16.0 (4731936)|HEAP_ALLOCATE|[4]|Bytes:72
02:24:16.0 (4737016)|VARIABLE_ASSIGNMENT|[4]|RestAPIUtils.SOBJECT_API_URL|"https://ngmmadhan-de (52 more) ..."
02:24:16.0 (4743690)|METHOD_EXIT|[1]|RestAPIUtils
02:24:16.0 (4755201)|METHOD_ENTRY|[143]|01p2800000EnCql|RestAPIUtils.getRelatedListItems(Id, String)
02:24:16.0 (4774131)|VARIABLE_SCOPE_BEGIN|[111]|objectId|Id|false|false
02:24:16.0 (4827559)|VARIABLE_ASSIGNMENT|[111]|objectId|"0012800000usoKEAAY"
02:24:16.0 (4831109)|VARIABLE_SCOPE_BEGIN|[111]|relatedlistName|String|false|false
02:24:16.0 (4834799)|VARIABLE_ASSIGNMENT|[111]|relatedlistName|"Contacts"
02:24:16.0 (4845623)|HEAP_ALLOCATE|[114]|Bytes:5
02:24:16.0 (4849128)|STATEMENT_EXECUTE|[113]
02:24:16.0 (4850505)|STATEMENT_EXECUTE|[114]
02:24:16.0 (5156663)|HEAP_ALLOCATE|[114]|Bytes:4
02:24:16.0 (5188689)|HEAP_ALLOCATE|[114]|Bytes:7
02:24:16.0 (5194569)|VARIABLE_SCOPE_BEGIN|[114]|objectName|String|false|false
02:24:16.0 (5201699)|VARIABLE_ASSIGNMENT|[114]|objectName|"Account"
02:24:16.0 (5204135)|STATEMENT_EXECUTE|[116]
02:24:16.0 (5206910)|HEAP_ALLOCATE|[116]|Bytes:1
02:24:16.0 (5241128)|HEAP_ALLOCATE|[117]|Bytes:18
02:24:16.0 (5255729)|HEAP_ALLOCATE|[116]|Bytes:35
02:24:16.0 (5263792)|METHOD_ENTRY|[116]|01p2800000EnCql|RestAPIUtils.callSObjectAPI(String)
02:24:16.0 (5272485)|VARIABLE_SCOPE_BEGIN|[62]|query|String|false|false
02:24:16.0 (5277875)|VARIABLE_ASSIGNMENT|[62]|query|"Account/0012800000us (15 more) ..."
02:24:16.0 (5284914)|HEAP_ALLOCATE|[64]|Bytes:5
02:24:16.0 (5287647)|STATEMENT_EXECUTE|[63]
02:24:16.0 (5288752)|STATEMENT_EXECUTE|[64]
02:24:16.0 (5293577)|HEAP_ALLOCATE|[64]|Bytes:107
02:24:16.0 (5298469)|METHOD_ENTRY|[65]|01p2800000EnCql|RestAPIUtils.getSessionId()
02:24:16.0 (5306935)|HEAP_ALLOCATE|[32]|Bytes:5
02:24:16.0 (5308911)|STATEMENT_EXECUTE|[31]
02:24:16.0 (5338468)|HEAP_ALLOCATE|[32]|Bytes:63
02:24:16.0 (5344153)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
02:24:16.0 (5346075)|STATEMENT_EXECUTE|[1]
02:24:16.0 (5350874)|SYSTEM_METHOD_EXIT|[1]|Test
02:24:16.0 (5356611)|METHOD_ENTRY|[32]||System.Test.isRunningTest()
02:24:16.0 (5377754)|METHOD_EXIT|[32]||System.Test.isRunningTest()
02:24:16.0 (5381477)|STATEMENT_EXECUTE|[35]
02:24:16.0 (5382630)|STATEMENT_EXECUTE|[36]
02:24:16.0 (5388952)|HEAP_ALLOCATE|[36]|Bytes:22
02:24:16.0 (5423948)|VARIABLE_SCOPE_BEGIN|[36]|newPage|System.PageReference|true|false
02:24:16.0 (5485551)|VARIABLE_ASSIGNMENT|[36]|newPage|"/apex/getsessionidpage"|0x68083a71
02:24:16.0 (5488995)|STATEMENT_EXECUTE|[37]
02:24:16.0 (128528466)|HEAP_ALLOCATE|[37]|Bytes:4
02:24:16.0 (128649230)|HEAP_ALLOCATE|[37]|Bytes:11410
02:24:16.0 (128664303)|VARIABLE_SCOPE_BEGIN|[37]|content|String|false|false
02:24:16.0 (128687582)|VARIABLE_ASSIGNMENT|[37]|content|"\r\n\u003C!DOCTYPE HTML PUB (11390 more) ..."
02:24:16.0 (128691452)|STATEMENT_EXECUTE|[38]
02:24:16.0 (128695525)|HEAP_ALLOCATE|[38]|Bytes:11
02:24:16.0 (128699130)|HEAP_ALLOCATE|[38]|Bytes:12
02:24:16.0 (128746351)|HEAP_ALLOCATE|[38]|Bytes:112
02:24:16.0 (128762360)|METHOD_EXIT|[65]|01p2800000EnCql|RestAPIUtils.getSessionId()
02:24:16.0 (128766406)|HEAP_ALLOCATE|[66]|Bytes:3
02:24:16.0 (128779109)|METHOD_ENTRY|[64]|01p2800000EnCql|RestAPIUtils.callRestAPI(String, String, String, String)
02:24:16.0 (128795321)|VARIABLE_SCOPE_BEGIN|[9]|endPoint|String|false|false
02:24:16.0 (128801981)|VARIABLE_ASSIGNMENT|[9]|endPoint|"https://ngmmadhan-de (87 more) ..."
02:24:16.0 (128804143)|VARIABLE_SCOPE_BEGIN|[9]|sessionId|String|false|false
02:24:16.0 (128807278)|VARIABLE_ASSIGNMENT|[9]|sessionId|"00D28000001uE3y!ARYA (92 more) ..."
02:24:16.0 (128808854)|VARIABLE_SCOPE_BEGIN|[9]|method|String|false|false
02:24:16.0 (128811214)|VARIABLE_ASSIGNMENT|[9]|method|"GET"
02:24:16.0 (128812553)|VARIABLE_SCOPE_BEGIN|[9]|body|String|false|false
02:24:16.0 (128816988)|VARIABLE_ASSIGNMENT|[9]|body|null
02:24:16.0 (128824748)|HEAP_ALLOCATE|[14]|Bytes:5
02:24:16.0 (128827464)|STATEMENT_EXECUTE|[13]
02:24:16.0 (128828569)|STATEMENT_EXECUTE|[14]
02:24:16.0 (128850186)|VARIABLE_SCOPE_BEGIN|[14]|req|System.HttpRequest|true|false
02:24:16.0 (128921973)|VARIABLE_ASSIGNMENT|[14]|req|"System.HttpRequest[Endpoint=null, Method=null]"|0x1a60c93e
02:24:16.0 (128925119)|STATEMENT_EXECUTE|[16]
02:24:16.0 (128967680)|STATEMENT_EXECUTE|[17]
02:24:16.0 (128979687)|STATEMENT_EXECUTE|[18]
02:24:16.0 (128982334)|HEAP_ALLOCATE|[18]|Bytes:12
02:24:16.0 (128984952)|HEAP_ALLOCATE|[18]|Bytes:16
02:24:16.0 (129002843)|STATEMENT_EXECUTE|[19]
02:24:16.0 (129005747)|HEAP_ALLOCATE|[19]|Bytes:13
02:24:16.0 (129008238)|HEAP_ALLOCATE|[19]|Bytes:6
02:24:16.0 (129013518)|HEAP_ALLOCATE|[19]|Bytes:118
02:24:16.0 (129028663)|STATEMENT_EXECUTE|[20]
02:24:16.0 (129039255)|VARIABLE_SCOPE_BEGIN|[20]|http|System.Http|true|false
02:24:16.0 (129090022)|VARIABLE_ASSIGNMENT|[20]|http|"System.Http[]"|0x327c548d
02:24:16.0 (129092859)|STATEMENT_EXECUTE|[22]
02:24:16.0 (129133919)|CALLOUT_REQUEST|[22]|System.HttpRequest[Endpoint=https://ngmmadhan-dev-ed.my.salesforce.com/services/data/v38.0/sobjects/Account/0012800000usoKEAAY/Contacts, Method=GET]
02:24:16.0 (327362915)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3156
02:24:16.0 (327434672)|CALLOUT_RESPONSE|[22]|System.HttpResponse[Status=OK, StatusCode=200]
02:24:16.0 (327447688)|HEAP_ALLOCATE|[22]|Bytes:2486
